Time,Temperature,Humidity,CO2,,
5/10/2021 0:00,22.7,34,0,,
5/10/2021 2:00,22.5,34.3,0,,
5/10/2021 4:00,22.4,35.5,81.4,,
5/10/2021 6:00,22.4,39,441,,
5/10/2021 8:00,24.1,38.8,170,,
5/10/2021 10:00,24.8,36.9,112,,
5/10/2021 12:00,25,37,315,,
5/10/2021 14:00,24.8,38.4,69.4,,
5/10/2021 16:00,24.4,38.8,9.71,,
5/10/2021 18:00,23.9,39,0.333,,
5/10/2021 20:00,23.5,38.8,0,,
5/10/2021 22:00,23.2,39,0,,
5/11/2021 0:00,23,39.2,0,,
5/11/2021 2:00,22.9,39.5,0,,
5/11/2021 4:00,22.7,40.9,57.1,,
5/11/2021 6:00,23,48.3,169,,
5/11/2021 8:00,22.9,48.5,163,,
5/11/2021 10:00,22.7,48.3,175,,
5/11/2021 12:00,22.8,50.5,197,,
5/11/2021 14:00,22.9,50,5,,
5/11/2021 16:00,22.7,48.7,2.13,,
5/11/2021 18:00,22.5,47.6,0,,
5/11/2021 20:00,22.3,47,0,,
5/11/2021 22:00,22.2,46.2,0,,
5/12/2021 0:00,22,45.5,0,,
5/12/2021 2:00,21.9,45,0,,
5/12/2021 4:00,21.8,45.2,70.3,,
5/12/2021 6:00,21.9,46.4,342,,
5/12/2021 8:00,23.1,44.8,1514,,
5/12/2021 10:00,23.3,40.3,582,,
5/12/2021 12:00,23.1,36.3,321,,
5/12/2021 14:00,23,38.5,95.8,,
5/12/2021 16:00,22.7,39.4,13.7,,
5/12/2021 18:00,22.4,39.7,0.292,,
5/12/2021 20:00,22.2,40,0,,
5/12/2021 22:00,22,40,0,,
5/13/2021 0:00,21.9,40,0,,
5/13/2021 2:00,21.7,39.7,0,,
5/13/2021 4:00,21.5,40.2,101,,
5/13/2021 6:00,22.1,40.3,375,,
5/13/2021 8:00,23.7,37.7,280,,
5/13/2021 10:00,24.3,35.5,165,,
5/13/2021 12:00,24.3,31.3,81.6,,
5/13/2021 14:00,23.6,34.2,12.4,,
5/13/2021 16:00,23,35.6,0.625,,
5/13/2021 18:00,22.6,36.9,0,,
5/13/2021 20:00,22.4,37,0,,
5/13/2021 22:00,22.3,38,0,,
5/14/2021 0:00,22.1,38.3,0,,
5/14/2021 2:00,22,39.1,0,,
5/14/2021 4:00,21.6,41.4,90.1,,
5/14/2021 6:00,21.7,44.7,418,,
5/14/2021 8:00,24.3,40.7,518,,
5/14/2021 10:00,24.4,33.5,214,,
5/14/2021 12:00,24.5,33.4,153,,
5/14/2021 14:00,24.1,36,18.5,,
5/14/2021 16:00,23.3,37.3,0.417,,
5/14/2021 18:00,22.8,39.4,0,,
5/14/2021 20:00,22.6,40.1,0,,
5/14/2021 22:00,22.4,41,0,,
5/15/2021 0:00,22.2,41,0,,
5/15/2021 2:00,22.1,41,0,,
5/15/2021 4:00,22,41.9,0.583,,
5/15/2021 6:00,22,42,11.1,,
5/15/2021 8:00,22.5,41.7,89.5,,
5/15/2021 10:00,23.6,39.4,80,,
5/15/2021 12:00,23.1,39.2,19.9,,
5/15/2021 14:00,22.8,40,13.8,,
5/15/2021 16:00,22.6,40.7,2.42,,
5/15/2021 18:00,22.3,42.4,0,,
5/15/2021 20:00,22.2,43,0,,
5/15/2021 22:00,22,43,0,,
5/16/2021 0:00,21.8,43,0,,
5/16/2021 2:00,21.7,43.3,0,,
5/16/2021 4:00,21.6,42.4,2.38,,
5/16/2021 6:00,22.6,40.8,148,,
5/16/2021 8:00,25.4,35.3,224,,
5/16/2021 10:00,25.1,34.5,60.7,,
5/16/2021 12:00,23.8,38,19.3,,
5/16/2021 14:00,23.3,39.6,12.5,,
5/16/2021 16:00,22.9,40.7,2.38,,
5/16/2021 18:00,22.6,42.3,0,,
5/16/2021 20:00,22.3,42.2,0,,
5/16/2021 22:00,22.2,43,0,,
5/17/2021 0:00,22,43,0,,
5/17/2021 2:00,21.9,42.8,0,,
5/17/2021 4:00,21.5,43.3,70.8,,
5/17/2021 6:00,22.5,42.4,1383,,
5/17/2021 8:00,23.1,36.8,1876,,
5/17/2021 10:00,22.5,27.5,1049,,
5/17/2021 12:00,23.3,29.1,280,,
5/17/2021 14:00,23.2,31.4,31.3,,
5/17/2021 16:00,22.7,33.1,5.38,,
5/17/2021 18:00,22.3,33.1,0.458,,
5/17/2021 20:00,22,33,0,,
5/17/2021 22:00,21.7,33,0,,
5/18/2021 0:00,21.6,33.8,0,,
5/18/2021 2:00,21.4,34,0.167,,
5/18/2021 4:00,21,34.3,76.6,,
5/18/2021 6:00,22.3,34.2,1401,,
5/18/2021 8:00,24.2,27.6,2097,,
5/18/2021 10:00,24.3,26.2,923,,
5/18/2021 12:00,24.1,25.4,421,,
5/18/2021 14:00,23.7,28.3,58.7,,
5/18/2021 16:00,23,28.6,3.08,,
5/18/2021 18:00,22.4,30.1,0.167,,
5/18/2021 20:00,22.1,31.6,0,,
5/18/2021 22:00,21.9,32,0,,
5/19/2021 0:00,21.7,32.8,0,,
5/19/2021 2:00,21.6,33.9,0.0417,,
5/19/2021 4:00,21.3,34.6,82.8,,
5/19/2021 6:00,21.8,36.8,779,,
5/19/2021 8:00,23,33.5,1460,,
5/19/2021 10:00,23,27.5,842,,
5/19/2021 12:00,23.4,26.9,353,,
5/19/2021 14:00,23,28.5,33,,
5/19/2021 16:00,22.4,28.3,7.42,,
5/19/2021 18:00,21.9,29.9,0.458,,
5/19/2021 20:00,21.6,30,0,,
5/19/2021 22:00,21.4,29.5,0,,
5/20/2021 0:00,21.3,29.9,0,,
5/20/2021 2:00,21.2,30.1,0.125,,
5/20/2021 4:00,20.8,31.1,40.7,,
5/20/2021 6:00,22.2,30.7,1370,,
5/20/2021 8:00,23,22.7,1803,,
5/20/2021 10:00,22.7,21,1059,,
5/20/2021 12:00,23.2,20.7,317,,
5/20/2021 14:00,23.4,23.7,31.4,,
5/20/2021 16:00,22.9,24,5.54,,
5/20/2021 18:00,22.3,25.1,0.417,,
5/20/2021 20:00,21.9,26.6,0,,
5/20/2021 22:00,21.7,27.8,0,,
5/21/2021 0:00,21.5,28.5,0,,
5/21/2021 2:00,21.3,29.1,0.125,,
5/21/2021 4:00,21.1,29.6,78.8,,
5/21/2021 6:00,21.6,31.8,582,,
5/21/2021 8:00,22.7,30.3,638,,
5/21/2021 10:00,22.6,30,411,,
5/21/2021 12:00,22.8,30,399,,
5/21/2021 14:00,22.8,33.1,41.9,,
5/21/2021 16:00,22.3,33.5,5,,
5/21/2021 18:00,21.8,32.4,0,,
5/21/2021 20:00,21.6,32,0,,
5/21/2021 22:00,21.4,31.2,0,,
5/22/2021 0:00,21.3,31.5,0,,
5/22/2021 2:00,21.3,33.4,0,,
5/22/2021 4:00,21.3,35,2.46,,
5/22/2021 6:00,21.8,36,126,,
5/22/2021 8:00,22.1,36.2,110,,
5/22/2021 10:00,22.6,36.3,164,,
5/22/2021 12:00,23.5,36,95.8,,
5/22/2021 14:00,23,37,59.8,,
5/22/2021 16:00,22.6,38,22.2,,
5/22/2021 18:00,22.1,38,0.75,,
5/22/2021 20:00,21.8,38,0,,
5/22/2021 22:00,21.6,38.2,0,,
5/23/2021 0:00,21.5,39,0,,
5/23/2021 2:00,21.4,39.8,0.0417,,
5/23/2021 4:00,21.4,41.1,3.42,,
5/23/2021 6:00,21.4,40.5,10.6,,
5/23/2021 8:00,21.3,40,64.1,,
5/23/2021 10:00,21.8,40,124,,
5/23/2021 12:00,22.7,38.5,72.6,,
5/23/2021 14:00,22.2,38,16.7,,
5/23/2021 16:00,21.9,38,9.54,,
5/23/2021 18:00,21.6,38.6,0.542,,
5/23/2021 20:00,21.4,39.7,0,,
5/23/2021 22:00,21.2,40,0,,
5/24/2021 0:00,21,40,0,,
